"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"FBgn0000071",342.2384071951,2.62136183528276,0.158705948292506,16.5170988452897,2.76376409602858e-61,3.21646865495806e-58
"FBgn0000075",2.0524421521127,-0.428372355118051,1.33282208182289,-0.321402504475444,0.747905385426843,0.991852907537284
"FBgn0000077",224.199083286086,-0.0596876387605411,0.161845225981659,-0.368794559113565,0.71228086046152,0.991681071978157
"FBgn0000078",29.0157817140274,-1.14500795552521,0.380337757848874,-3.01050298555993,0.00260815383890326,0.0335770955499515
"FBgn0000079",159.515293800957,-1.2675310985257,0.185581336514296,-6.83005695687541,8.48809255538033e-12,6.86002924718863e-10
"FBgn0000083",5442.63170454361,-0.0590482321318618,0.0978149825669232,-0.603672674495056,0.546061284841054,0.97604995131012
"FBgn0000084",1695.91002088768,-0.230755252169789,0.097794709855451,-2.35958828970263,0.0182952268114978,0.152714064267601
"FBgn0000092",12.6128982724471,0.716672721135329,0.545966611935135,1.31266767137122,0.189294955763196,0.670773170476659
"FBgn0000094",21.0900088710877,0.45201100010445,0.470016574344703,0.96169161850227,0.336204533813125,0.85315741143328
"FBgn0000097",3047.82384416528,0.00982583445602624,0.11257368387786,0.0872835827837622,0.930446103253946,0.996676189356433
"FBgn0000099",1.6717340460854,-0.437114501464657,1.54401125940558,-0.283103182571959,0.777097742015179,0.993192878617304
"FBgn0000100",25406.8374384528,-0.211858211303914,0.0875859072500546,-2.41886186894276,0.0155691511102257,0.135118404638931
"FBgn0000108",50.0739541500761,0.163788771507182,0.343336511555129,0.477050258259184,0.633326333838168,0.991681071978157
"FBgn0000109",132.528164098497,-0.185274528405922,0.235802465347213,-0.785719216858526,0.432032002444841,0.91517019356518
"FBgn0000114",3.69120564589978,-0.0110891317743068,1.12565251184212,-0.00985129216845045,0.992139933208945,0.99813810059818
"FBgn0000115",572.481675889813,0.0567766881687595,0.12122354073754,0.468363552353962,0.639524627862081,0.991681071978157
"FBgn0000116",658.392246950606,1.19419636212099,0.144419886804736,8.26891911178141,1.35178940549942e-16,1.94223766681509e-14
"FBgn0000117",10812.682313563,0.113891943989103,0.0856443494597165,1.32982438079785,0.183576140973164,0.660012087935028
"FBgn0000119",643.493604010952,-0.117984645524949,0.117901791889348,-1.00070273432043,0.316970545091325,0.836113302452237
"FBgn0000121",9.0803732161961,0.17690039238062,0.652850786807282,0.270966039951852,0.786417151638057,0.993909861047159
"FBgn0000139",647.194002893582,-0.396409929974202,0.115510470522231,-3.43180949901773,0.000599568559708649,0.00998251630599321
"FBgn0000140",946.001367635105,0.116637669094907,0.118676744873243,0.982818236373824,0.325696904826386,0.84401259816733
"FBgn0000142",1905.92194472857,-0.109532755058892,0.103180217788596,-1.06156739544116,0.288432121922662,0.8073511631778
"FBgn0000146",1576.30641475813,0.502565536460586,0.0979103335425955,5.13291619256866,2.85286960865456e-07,1.12548123747531e-05
"FBgn0000147",415.443457019284,0.414927011232963,0.13873708271621,2.99074337667677,0.00278299261847127,0.035435960715283
"FBgn0000150",8947.89987679134,0.225957440279762,0.100561733060687,2.24695252759218,0.0246430611841218,0.187203620144131
"FBgn0000152",510.941052499106,0.108869522565723,0.132561239886835,0.821277189762736,0.411488397461485,0.905445636161234
"FBgn0000153",24.8029621201495,-0.27337005439254,0.408576165991568,-0.669079787679494,0.503444582664063,0.957137166612014
"FBgn0000157",0.284854336053305,-1.43074835738683,3.77884285130016,-0.378620761351472,0.704969502721135,0.991681071978157
"FBgn0000158",6.04274854909531,0.247482319354982,0.781044350300454,0.31686077654845,0.751349245352454,0.991852907537284
"FBgn0000163",896.117248934645,-0.157860431889413,0.122650837068137,-1.28707178575321,0.198069268427463,0.687437810947316
"FBgn0000166",8.04614313802891,-0.177130258002792,0.715430497956091,-0.2475855565409,0.804455087067563,0.996676189356433
"FBgn0000171",6836.91863140907,-0.0865942619458914,0.103014575881156,-0.840602033306351,0.400570919255714,0.89456454903183
"FBgn0000173",1545.76153518692,0.162135377957534,0.11237577276113,1.44279655635539,0.149077789531491,0.592543481751192
"FBgn0000179",1.06412667893113,0.899331301450978,2.00157824241937,0.44931108981477,0.653207258934772,0.991681071978157
"FBgn0000180",27.406851861645,0.312356486926384,0.394141264198027,0.792498820345407,0.428069879334278,0.911945304408092
"FBgn0000181",13451.8877259857,-0.167017049163457,0.0966070434763781,-1.72882890474021,0.0838397212998466,0.419865224926904
"FBgn0000182",3.81786308209388,-0.396547373855514,0.979142297286057,-0.40499463147966,0.685481457131428,0.991681071978157
"FBgn0000183",2642.64636343421,-0.00602346146775771,0.0883398095158561,-0.0681851308121347,0.945638263315696,0.996676189356433
"FBgn0000210",1573.20060566926,-0.0150089031532872,0.120703025834277,-0.124345707570697,0.901041558689187,0.996676189356433
"FBgn0000212",3287.46496086775,0.0798798072598792,0.09719032870558,0.821890493876815,0.41113922374323,0.905190746485758
"FBgn0000221",208.619887169355,-0.289038015773239,0.157945873061875,-1.82998143712187,0.0672527146404371,0.363017791490025
"FBgn0000228",781.171311238561,-0.127733560457978,0.118313466865344,-1.07961979174658,0.2803115243353,0.799391888847735
"FBgn0000229",907.485966864453,-0.0623112135455567,0.116857242318326,-0.53322508994194,0.593877775464048,0.98811458051165
"FBgn0000233",5.15742636729756,-0.73655751976728,0.897229327090194,-0.820924481097838,0.411689285505709,0.905716428112559
"FBgn0000239",2481.48623953556,-0.0224214198202462,0.0950274251915017,-0.235946830876055,0.813473928163743,0.996676189356433
"FBgn0000241",8.27984527194858,-0.011176012870019,0.748930383407127,-0.0149226324871154,0.988093903818395,0.997858506042717
"FBgn0000242",160.670287460628,0.137365402421873,0.173539287265851,0.791552187323658,0.428621835114916,0.911961983362917
"FBgn0000244",510.186928378688,-0.398664088937937,0.132367915904652,-3.01178791109097,0.00259713984331844,0.0334723294535327
"FBgn0000246",176.411724125697,0.287692257194908,0.18391182148338,1.56429453460068,0.117748415048635,0.512474216281231
"FBgn0000247",2662.77441957903,-0.198579260287029,0.0983936126237658,-2.01821292044992,0.0435690910951449,0.273515322342623
"FBgn0000250",2251.33709227092,-0.116587596532518,0.100732975001102,-1.1573925671434,0.24711200943546,0.76067812230881
"FBgn0000251",1.97492562228389,0.328293759689238,1.32346059276018,0.248057072107116,0.804090249201431,0.996676189356433
"FBgn0000253",10292.4207422362,0.145221435823356,0.0817077379774806,1.77732782008211,0.0755143189501647,0.395159911844432
"FBgn0000256",2184.41274629441,-0.471245957196241,0.114730726971535,-4.10740844789693,4.00123295938632e-05,0.00097623373545782
"FBgn0000257",753.279359362576,0.0034413014744921,0.10555016100437,0.0326034696844245,0.973990802894893,0.996676189356433
"FBgn0000258",1079.57216744893,0.160267517184146,0.119687187267527,1.33905325075368,0.180553337960396,0.655012390019665
"FBgn0000259",2030.25470905424,0.0201771092461281,0.11214307104514,0.17992292397634,0.857213078149646,0.996676189356433
"FBgn0000261",1903.17593821783,-0.20250536716217,0.0979323875818533,-2.06780792506374,0.0386580881787728,0.253191263237292
"FBgn0000273",2102.23775428587,-0.122005714839419,0.133247884605939,-0.915629656712626,0.359861171060757,0.870345107616052
"FBgn0000276",69.4968591125523,0.400070561919446,0.305389405553683,1.31003418797093,0.190184270280375,0.67275517857842
"FBgn0000277",31.9807517700358,-0.321585986591819,0.454287902693994,-0.707890271091892,0.479013401836065,0.945515259594322
"FBgn0000278",44.7028436452136,-0.62598400317946,0.313086989021181,-1.99939322019259,0.0455658249219227,0.280134744026062
"FBgn0000279",98.3131469190713,0.536042448160375,0.219197776716595,2.44547392856741,0.0144661907264507,0.12773712266649
"FBgn0000280",0.49493356146143,0.959644128044609,2.86355886435478,0.335122892003422,0.737532385009065,0.991852907537284
"FBgn0000281",0.992636089494352,-0.210682500797044,1.97485355218589,-0.106682594546744,0.91504079133355,0.996676189356433
"FBgn0000283",3526.31008558795,-0.0957585224864859,0.103266416794451,-0.927295876616796,0.353772934634786,0.867873720143792
"FBgn0000286",484.873825567724,-0.544478541652773,0.130438155909872,-4.17422753223366,2.98998818909581e-05,0.000754826085568266
"FBgn0000287",0.692535396871298,-0.473412617376478,2.56203129078504,-0.184780185581347,0.853401449840417,0.996676189356433
"FBgn0000289",3448.76262953296,-0.197508549731989,0.0959789611911496,-2.05783170895792,0.0396062910676987,0.257076416868866
"FBgn0000299",50847.6179108074,0.593519309946992,0.0994668295629725,5.96700741900329,2.41644426004777e-09,1.29002652745119e-07
"FBgn0000303",2.69203939162257,0.778670257199859,1.19714842622008,0.650437523155302,0.515409646031737,0.961431731526607
"FBgn0000307",1642.82454444605,-0.018197146612006,0.125670044380145,-0.144800988189044,0.884868001987421,0.996676189356433
"FBgn0000308",16758.1169758136,0.0905642927884254,0.104765472944804,0.86444789722029,0.387341890705745,0.88608800066865
"FBgn0000313",58.3929443931834,0.0216580982430416,0.262287028541702,0.0825740348787325,0.934190247914378,0.996676189356433
"FBgn0000316",1.90678747168759,0.149385661836268,1.53338706508588,0.0974220177264255,0.92239126027721,0.996676189356433
"FBgn0000317",1436.68048452464,-0.0400759673839407,0.10745604244676,-0.372952199535888,0.709184020570372,0.991681071978157
"FBgn0000318",906.753616132792,0.229640076117273,0.127440359202617,1.80194153213401,0.0715546049472084,0.380425990121339
"FBgn0000319",14032.9058467729,0.0126503913914143,0.108308734013167,0.116799365320588,0.907019046710944,0.996676189356433
"FBgn0000320",1.16180797341892,-1.345469310764,2.05756043524608,-0.653914843868526,0.513166670026377,0.961130890239475
"FBgn0000326",269.368606143896,0.171899439781867,0.148382323673568,1.15849001098025,0.246664125726757,0.76067812230881
"FBgn0000330",227.230396667204,-0.188402124063949,0.171403385954296,-1.09917387579605,0.271692231362024,0.791364668974077
"FBgn0000337",25.3292318266985,-0.020323407879201,0.39788252884654,-0.0510789150207689,0.959262637432518,0.996676189356433
"FBgn0000338",1832.90401100614,0.169522908317084,0.140847315359346,1.20359346491324,0.228746746593479,0.733922238740154
"FBgn0000339",565.948672253472,0.0554209496489183,0.130724833732831,0.42395119631351,0.671601405856935,0.991681071978157
"FBgn0000346",94.0126752243329,0.661128149044019,0.22863279914432,2.89165925238353,0.00383213321895078,0.0459776973218033
"FBgn0000351",34.3175207607977,0.358710032420288,0.346454931379161,1.03537285785583,0.300494816316824,0.820182453685765
"FBgn0000352",837.427425801003,0.0365577005419731,0.110381970246166,0.331192679931737,0.740498949086095,0.991852907537284
"FBgn0000355",0.372198012999843,-0.411468996157211,3.09758289325207,-0.132835507664242,0.89432347213132,0.996676189356433
"FBgn0000357",3.41206329792148,0.368310606790014,1.02348851506099,0.359858074976117,0.718953270818269,0.991852907537284
"FBgn0000359",0.512456588636781,-0.989089304862519,2.65140108615023,-0.37304401436248,0.709115685804963,0.991681071978157
"FBgn0000360",0.655096366188273,0.377756182186013,2.60238116227252,0.14515789910504,0.884586205442614,0.996676189356433
"FBgn0000363",3.19839034781747,-0.0390021120322898,1.08478944441889,-0.0359536242106252,0.971319337542824,0.996676189356433
"FBgn0000370",11183.3433115426,-0.0642880338717873,0.0882442597087578,-0.728523691897515,0.466293071152699,0.937460488974617
"FBgn0000376",1250.21907629536,0.0431431435659518,0.101340126066355,0.425726168306747,0.670307391577503,0.991681071978157
"FBgn0000377",892.783145417565,0.056758911913916,0.103390757069956,0.548974720008211,0.583022798712669,0.98811458051165
"FBgn0000382",733.171575823204,-0.135978585598773,0.132657850362267,-1.0250323311243,0.305347932626156,0.825590158957079
"FBgn0000384",598.77153580614,0.0489791250152599,0.146708399292196,0.333853584740634,0.738490046116379,0.991852907537284
"FBgn0000392",1080.22701781589,0.455085148228995,0.108100544066291,4.20983217207417,2.55560454233424e-05,0.000655112900081186
"FBgn0000394",621.778335326083,-0.217369077156277,0.117097161184783,-1.85631380775544,0.0634088421187096,0.349409140424973
"FBgn0000395",496.874906795116,-0.382963377778286,0.179958544021185,-2.12806443762516,0.0333317413360298,0.228993391776101
"FBgn0000404",2429.45180115513,0.0819663414037874,0.0941171765902171,0.870896730791936,0.383810541992548,0.884682243022058
"FBgn0000405",2318.16256844911,0.549392509750234,0.107358503206114,5.11736372381676,3.09835772103156e-07,1.21819889045153e-05
"FBgn0000406",265.508207219706,-2.07553143329725,0.224143246641326,-9.25984371333085,2.04731659979698e-20,4.33212192517041e-18
"FBgn0000409",4201.61613133004,-0.120305979805334,0.103626256003458,-1.16096040178581,0.245658003243597,0.759619124777346
"FBgn0000412",2799.14541301722,0.234640427610349,0.105645369046592,2.22101952719638,0.026349638825081,0.196197758570885
"FBgn0000413",2709.4017735386,-0.0545495629978395,0.103863208689154,-0.5252058326168,0.599440110723627,0.98811458051165
"FBgn0000414",2340.51087850447,-0.239868580153519,0.10052785263018,-2.38609075870688,0.0170285480267212,0.144761316241768
"FBgn0000416",38598.4010589658,-0.377690014884601,0.0794311584511863,-4.75493524517469,1.9851003437335e-06,6.90172457903251e-05
"FBgn0000422",6.74265395568728,0.441059528172002,0.749604266812411,0.588389831407373,0.556270661495839,0.977655426396565
"FBgn0000426",698.185351933298,0.229024817394244,0.131144687847236,1.74635222481161,0.0807497661830602,0.411997272616596
"FBgn0000442",3.58976090424144,0.291120983665754,1.03329687159801,0.281739925540983,0.778142937904055,0.993192878617304
"FBgn0000447",619.766935722834,0.532925004809054,0.11981879526374,4.44775799686519,8.67712087888993e-06,0.000262296968281873
"FBgn0000448",7.61962030656936,0.297419347402643,0.686477547321635,0.433254297337264,0.664830036503346,0.991681071978157
"FBgn0000451",0.631110405153444,0.803733653532133,2.38428127591768,0.337096827312367,0.736043909045305,0.991852907537284
"FBgn0000454",2699.07549116503,-0.0633628639722167,0.103073407615536,-0.614735317654,0.538729531871291,0.973236234196451
"FBgn0000455",535.580648295711,-0.211146015531998,0.12298670134186,-1.71681989376303,0.086012084921044,0.428330613740312
"FBgn0000459",4.72119790578584,0.456105256127028,0.907874719496728,0.502387880543546,0.615394702494964,0.98811458051165
"FBgn0000463",1.32519236755264,0.766451113211605,1.70983233753795,0.448260976462315,0.65396486045684,0.991681071978157
"FBgn0000464",1545.40584906511,-0.0828149986050695,0.110498693485042,-0.749465862383972,0.453576466843814,0.928476461803731
"FBgn0000472",2633.49958171659,-0.123891969108435,0.293184350288371,-0.422573609357309,0.672606384647902,0.991681071978157
"FBgn0000473",16.1622106885231,-0.00114762225801411,0.522436685343797,-0.00219667242023576,0.998247310400315,0.99959612693916
"FBgn0000477",1.55593651749315,-1.21299580190621,1.63371570368292,-0.742476673984172,0.457798579443779,0.93122738269777
"FBgn0000479",881.74363689341,-0.253261413400389,0.110924982173963,-2.28317740906373,0.0224199202642108,0.175942705350564
"FBgn0000482",1016.7298545619,-0.0913194064044009,0.107410453125743,-0.850191054473024,0.395218874358617,0.890007209710832
"FBgn0000489",111.800665997973,0.0890144964754972,0.200377997218372,0.444232888396868,0.656874216546031,0.991681071978157
"FBgn0000490",200.714847330613,0.841278575212453,0.193402557239039,4.34988341013847,1.3620993261154e-05,0.000383828376690824
"FBgn0000492",0.482571247926677,-0.991332334512419,2.70188771862834,-0.36690360138862,0.713690925005348,0.991852907537284
"FBgn0000497",2.24832096409629,-2.98525525242875,1.60673726045407,-1.85796105306296,0.0631745452765559,0.348613256485803
"FBgn0000499",965.304181333989,-0.0135147747278328,0.110249452845359,-0.122583599093133,0.902436842509887,0.996676189356433
"FBgn0000500",4.5906580910075,0.555714815134518,0.914832141696934,0.607450033515126,0.543552292819059,0.975387263344372
"FBgn0000504",7.05381311023231,1.16966994398931,0.858460839408022,1.36251986147195,0.173033880435181,0.639088638687602
"FBgn0000520",600.104217206869,0.00459323794551291,0.119057799080975,0.0385798996871167,0.96922532808633,0.996676189356433
"FBgn0000524",891.434538067256,0.306152840309448,0.11060896313883,2.76788455131962,0.00564214383843417,0.0623582810937292
"FBgn0000527",136.818434758498,-0.625355991181953,0.197226373988573,-3.17075236204558,0.00152044699871251,0.021500561568671
"FBgn0000529",0.502252655783334,-0.415940579503367,2.82737703826527,-0.147111819143359,0.883043761053226,0.996676189356433
"FBgn0000533",6.69491327965049,0.315049666405114,0.786810163493696,0.400413824099818,0.688851743894618,0.991681071978157
"FBgn0000535",177.571465950567,-0.745347613615573,0.207138309850185,-3.59830885051951,0.000320293127503959,0.0058517604676469
"FBgn0000536",871.574573296314,0.100569489604043,0.109208393145757,0.920895241722098,0.357105123098866,0.86927199803903
"FBgn0000541",4907.53497226926,-0.0599123418484327,0.120493981253015,-0.497222692995993,0.619032020376185,0.988257127922987
"FBgn0000542",161.252366068971,-0.0055526804029826,0.193580164379557,-0.0286841393113777,0.977116506159486,0.996676189356433
"FBgn0000543",727.252014009111,0.103433034350045,0.12062877223122,0.857449117958237,0.39119672374375,0.88909534922524
"FBgn0000546",937.51615000797,-0.126278944805419,0.127262759746108,-0.992269420035749,0.321066116410622,0.84032048758879
"FBgn0000547",341.818021903022,0.497505068183754,0.170823676700803,2.91238941692569,0.00358675173999502,0.0438472865021661
"FBgn0000551",1.61860903967822,-0.619578083132665,1.65045437463033,-0.375398491867695,0.707364126342937,0.991681071978157
"FBgn0000556",196243.90431698,-0.227391409173418,0.09183559134131,-2.47607061545791,0.013283730190578,0.119841900742594
"FBgn0000557",43.7341308235938,0.320215146026567,0.307800969564521,1.04033183027204,0.298185760906848,0.817884960036269
"FBgn0000559",107460.019098875,-0.0166736409237209,0.0882268089670251,-0.188986104325191,0.850103707684657,0.996676189356433
"FBgn0000560",0.330918536227288,-0.217704317839793,3.59488232447082,-0.0605595116028838,0.951710019368785,0.996676189356433
"FBgn0000562",1459.2751425309,-0.143690488680487,0.106601432630501,-1.34792267922461,0.177683252834026,0.64884772402962
"FBgn0000565",602.088255866095,0.66809790803709,0.135565302424841,4.92823676919462,8.29750281052879e-07,3.07536107353293e-05
"FBgn0000566",798.3232117264,0.149798866762032,0.129860869493596,1.15353352665962,0.248691464674471,0.761650333126709
"FBgn0000567",261.177919822776,-1.2298962342884,0.166850094575006,-7.37126483159119,1.69016704729672e-13,1.83833309312516e-11
"FBgn0000568",3629.21943784739,-0.239429481509523,0.278491500759348,-0.859737122521453,0.389933966542861,0.887725254817258
"FBgn0000575",1422.24769661688,0.332405140001942,0.141458875129934,2.34983587771795,0.0187816904097594,0.155208411418683
"FBgn0000577",0.349397966457172,-1.88544859348517,3.51284906723797,-0.53672917833832,0.591454697991405,0.98811458051165
"FBgn0000578",5449.57609365189,-0.333657534019152,0.104298953357057,-3.19904968630805,0.00137881403525324,0.0199337114810897
"FBgn0000579",8747.44837739629,0.412353341173414,0.0856539816272031,4.81417598271291,1.47808512232829e-06,5.26053659133232e-05
"FBgn0000581",3447.52686953777,-0.167288223550262,0.109215370843218,-1.53172783518182,0.125589610547966,0.53367402972106
"FBgn0000588",339.933386184802,-0.213811390801678,0.143569200221712,-1.48925668229322,0.136419789811274,0.560038643520928
"FBgn0000592",3.23520019938391,-0.0351474806180138,1.14539975083403,-0.0306857763784398,0.97552013462738,0.996676189356433
"FBgn0000594",21.505280933451,-0.399262053839007,0.475897228498913,-0.838966965826571,0.401487847268468,0.895817218040042
"FBgn0000606",0.880100618936038,-0.683524666395197,2.20776541622651,-0.309600223543438,0.756864986276383,0.99203531881017
"FBgn0000611",1381.11303369116,-0.180538153397072,0.0963664137189121,-1.87345514303021,0.0610055614662917,0.340192968061669
"FBgn0000615",382.457014293175,0.0131451119697039,0.161283635335255,0.0815030734046857,0.935041880788936,0.996676189356433
"FBgn0000617",819.388621367137,0.0136137487968359,0.122647433032947,0.110999051999553,0.911617098482312,0.996676189356433
"FBgn0000618",151.72002665168,0.307692814211968,0.195769233140085,1.5717118020879,0.116017403843801,0.508136895165185
"FBgn0000625",0.464091817696793,0.632151776005653,2.6966777058491,0.234418734813773,0.814659915522173,0.996676189356433
"FBgn0000629",1117.35000501314,-0.17304978893267,0.109831477289135,-1.57559374783889,0.115119457931295,0.505475745125255
"FBgn0000630",20.7692279739226,-0.160830658800552,0.462729840962226,-0.347569239247921,0.728163711087549,0.991852907537284
"FBgn0000633",24.6651166473495,1.03604206879044,0.412230388613143,2.51325981152425,0.0119621202607957,0.110751913759062
"FBgn0000634",352.305103674179,0.407624502947903,0.14090073183184,2.89299067257074,0.00381592629089566,0.0458304955350296
"FBgn0000635",153.589865339278,0.407140444638704,0.26680318269624,1.52599545674176,0.127010995965869,0.535951403571711
"FBgn0000636",50.0555692361442,-0.285334270567585,0.292275473527307,-0.976251161700459,0.328940015453708,0.848401642170276
"FBgn0000639",0.882348946657227,-2.01619893366585,2.2396199051928,-0.900241567326258,0.367991709663617,0.874731927505142
"FBgn0000640",1.06788039144157,0.693931398981701,2.18984056998187,0.31688672156962,0.751329557852984,0.991852907537284
"FBgn0000644",6.04034382374812,-1.02268594265296,0.83017465674627,-1.23189251122312,0.217989239214159,0.721321911795174
"FBgn0000658",3.95393057502517,0.791584447331331,0.971276535974908,0.814993895159619,0.415075804548854,0.906968880407256
"FBgn0000659",2.16928769382924,1.31918041019305,1.35172761734458,0.975921770973754,0.329103232504918,0.848401642170276
"FBgn0000662",1177.02435639332,-0.125390539746235,0.102303368691206,-1.2256736151545,0.220321523041502,0.723653023129136
"FBgn0000667",1500.48249436884,-0.176073039744572,0.0953482030154136,-1.84663196763245,0.0648004978083221,0.353728045728542
"FBgn0000709",2264.80155116433,-0.179734551984504,0.101558651207017,-1.76976111683616,0.076766943819229,0.398954878288594
"FBgn0000711",1054.22117364293,0.0818744295831592,0.103337863683113,0.792298453490661,0.428186673230061,0.911945304408092
"FBgn0000715",0.167018587456651,0.301060268998763,3.83501822556992,0.078502956515682,0.93742797852331,0.996676189356433
"FBgn0000719",2103.48669163677,-0.131515276850249,0.106940280714979,-1.22980111863339,0.218771589232546,0.721878014031294
"FBgn0000721",930.396084103045,0.0747046430689894,0.107538104758284,0.694680673765868,0.487255442207006,0.948908774498852
"FBgn0000723",2013.91808753976,-0.107425879067872,0.0948893046841298,-1.13211788647282,0.25758487600494,0.773196159145691
"FBgn0000808",130.707370562256,-0.0300573354139128,0.198518006241387,-0.151408610145745,0.879653397850946,0.996676189356433
"FBgn0000810",291.937357460634,0.0507073590830174,0.164808393042469,0.307674616243305,0.758329936665291,0.992235948566949
"FBgn0000826",125.672709110785,0.536484529450351,0.197572387163779,2.71538212981973,0.00661993368200055,0.070699437550762
"FBgn0000927",33.9658396948468,0.206182726883854,0.345655301192249,0.596498089781002,0.550842529599819,0.977655426396565
"FBgn0000928",677.61312347261,0.445886732528017,0.123025638042009,3.62433993128947,0.000289700373419536,0.00542047097404592
"FBgn0000964",0.277391822383485,0.0975057478476728,3.85325630376868,0.0253047656737257,0.979811872691705,0.996676189356433
"FBgn0000986",2374.76331148278,0.0521939827094134,0.111896647894093,0.466448134879015,0.640894763879936,0.991681071978157
"FBgn0000996",1207.38816067516,-0.217128036076898,0.102988966297558,-2.10826502957187,0.035008071063734,0.235914262327583
"FBgn0001075",44.38551226584,-0.0326022665941312,0.317888669803027,-0.102558756228501,0.918313177927581,0.996676189356433
"FBgn0001078",1144.96895658426,-0.0481477697815934,0.126231598652554,-0.381424067313902,0.702888605262661,0.991681071978157
"FBgn0001079",376.75091808679,-0.0406293200656172,0.134165916458866,-0.302828923604258,0.762020239904466,0.993156989174399
"FBgn0001083",189.883006910654,0.0515104538969144,0.191779378851929,0.268592244928926,0.788243480721314,0.994224532594267
"FBgn0001084",68.632578755179,0.380135927847773,0.248251367994096,1.53125411118304,0.125706602041875,0.53367402972106
"FBgn0001085",9.94534595265103,0.653567082790207,0.66051674526154,0.989478446199603,0.322429110267898,0.841328402909518
"FBgn0001086",1137.42419030309,0.0158802999350476,0.102342645362704,0.155167964231992,0.876688903199669,0.996676189356433
"FBgn0001087",1704.4552673577,0.0541060312314254,0.0921034119459244,0.587448717569682,0.556902382718879,0.977655426396565
"FBgn0001089",51.9275986701211,0.102914710440305,0.287209041725725,0.358326847309302,0.720098728953059,0.991852907537284
"FBgn0001090",41.4414495139348,0.600713754401382,0.319922725272917,1.8776839122289,0.0604244188132056,0.337528713856667
"FBgn0001091",4323.4864368713,0.633692330146471,0.106141825115033,5.97024150903472,2.36902643673161e-09,1.276422669939e-07
"FBgn0001092",9128.37294929525,0.331324927292188,0.1218909097552,2.71820866672999,0.00656364296212226,0.0703407404220836
"FBgn0001098",495.639000022685,-0.310534968105594,0.124810382815828,-2.48805396714329,0.0128444240531279,0.116966672245933
"FBgn0001104",6854.85020476451,0.0805833802737658,0.0843009538175762,0.95590116866465,0.339122168511302,0.85504413579134
"FBgn0001105",4157.90269005022,0.0663978607391578,0.0941796161256456,0.705013074703724,0.480802099575447,0.946609326557353
"FBgn0001108",2258.19644570516,-0.171588924587009,0.0925014213492184,-1.85498689732792,0.0635980976734532,0.349954922327966
"FBgn0001112",0.782156385912821,0.568222388168728,2.39203551079693,0.237547639073059,0.812231965968081,0.996676189356433
"FBgn0001114",39031.0535937364,-0.560143302704291,0.100136916932255,-5.59377420300691,2.22185874810651e-08,1.03847357873348e-06
